_id,master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,depth_meters,temperature_celsius,moisture_content_percent,coagulant,imputed_values
81,75,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Lennox, SD, USA","Lennox, SD, USA",United States,Facultative Pond,17,=,0,1.2,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,1.2,41.4,NA,1.5,7.5,NA,NA,""
82,76,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Beresford, SD, USA","Beresford, SD, USA",United States,Facultative Pond,50,=,0,2,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,1.4,49.4,NA,1.7,7.5,NA,NA,""
83,77,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Jonestown, MS, USA","Jonestown, MS, USA",United States,Facultative Pond,514,=,0,4.8,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,2,73.2,NA,2,23.5,NA,NA,""
84,78,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Shelby, MS, USA","Shelby, MS, USA",United States,Facultative Pond,52,=,0,2.6,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,1.3,48.2,NA,1.2,8.9,NA,NA,""
85,79,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"El Paso, TX, USA","El Paso, TX, USA",United States,Facultative Pond,74,=,0,14.3,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.7,26.7,NA,1.5,16.8,NA,NA,""
86,80,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Jonestown, MS, USA","Jonestown, MS, USA",United States,Facultative Pond,4.8,=,0,0.2,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,1.4,64.5,NA,2,23.5,NA,NA,""
87,81,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Jonestown, MS, USA","Jonestown, MS, USA",United States,Facultative Pond,32,=,0,1.1,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,1.5,73.2,NA,2,7.6,NA,NA,""
88,82,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Kermit, TX, USA","Kermit, TX, USA",United States,Facultative Pond,11.7,=,0,5.6,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.3,15,NA,2.6,17.4,NA,NA,""
89,83,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Beresford, SD, USA","Beresford, SD, USA",United States,Facultative Pond,15.2,=,0,2.2,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.8,44.7,NA,1.7,-5.6,NA,NA,""
90,84,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Beresford, SD, USA","Beresford, SD, USA",United States,Facultative Pond,2,=,0,0.4,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.7,44.7,NA,1.7,7.5,NA,NA,""
91,85,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Beresford, SD, USA","Beresford, SD, USA",United States,Facultative Pond,44,=,0,15.2,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.5,49.4,NA,1.7,-5.6,NA,NA,""
92,86,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Jonestown, MS, USA","Jonestown, MS, USA",United States,Facultative Pond,1.1,=,0,0.3,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.6,64.5,NA,2,7.6,NA,NA,""
93,87,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Jonestown, MS, USA","Jonestown, MS, USA",United States,Facultative Pond,0.5,=,0,0.3,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.2,64.5,NA,2,16.6,NA,NA,""
94,88,Culturable Enterovirus,Virus,pathogen,Bausum et al. (1983),5148,1983,"Beresford, SD, USA","Beresford, SD, USA",United States,Facultative Pond,0.6,=,0,0.5,0,0,0,"Adsorption-Elution Plaque Assay; BGM, HeLa and RD cell lines",pfu/L,0.1,44.7,NA,1.7,16.8,NA,NA,""
95,215,Fecal coliforms,Bacteria,indicator,da Silva et al. (2011),5156,2011,"Ceara, Brazil","Ceara, Brazil",Brazil,Facultative Pond,0,=,Mean (unspecified) of 56 samples,0,0,Mean (unspecified) of 56 samples,0,Unspecified,0,1.4,53.7,NA,0.9,26,NA,NA,Temperature; Depth; HRT
96,238,Fecal coliforms,Bacteria,indicator,Dixo et al. (1995),5300,1995,"Pedregal, Campina Grande, Paraiba, Brazil","Pedregal, Campina Grande, Paraiba, Brazil",Brazil,Facultative Pond,9200000,=,Geometric mean of ~180 samples,600000,0,Geometric mean of ~180 samples,0,membrane filtration with sodium lauryl sulfate broth,cfu / 100 mL,1.2,5,NA,0.65,25,NA,NA,Temperature
97,242,Nematode,Helminth,pathogen,Dixo et al. (1995),5300,1995,"Pedregal, Campina Grande, Paraiba, Brazil","Pedregal, Campina Grande, Paraiba, Brazil",Brazil,Facultative Pond,1740,=,Arithmetic mean of ~180 samples,3.5,0,Arithmetic mean of ~180 samples,0,Bailenger's method for influent; Leeds II method for pond effluent,eggs / L,2.7,5,NA,0.65,28,NA,NA,Temperature
98,1017,Campylobacter,Bacteria,pathogen,Oragui et al (1987),5067,1987,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,20,=,0,0.2,0,0,0,MPN Method; Preston broth 42ĄC 24 h; then Preston agar 42ĄC 48 h microaerophilic,MPN/100mL,2,5,NA,3.4,25.1,NA,NA,""
99,1023,Culturable Enteric virus,Virus,pathogen,Oragui et al (1987),5067,1987,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,6000,=,0,1000,0,0,0,Adsorption-Elution Plaque Assay; BMG cell line,pfu/L,0.8,5,NA,3.4,25.1,NA,NA,""
100,1027,Rotavirus,Virus,pathogen,Oragui et al (1987),5067,1987,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,200,=,0,70,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/10L,0.5,5,NA,3.4,25.1,NA,NA,""
101,1032,Salmonella,Bacteria,pathogen,Oragui et al (1987),5067,1987,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,8,=,0,0.1,0,0,0,MPN Method; Muller Kauffmann broth 43ĄC 24 h; Brilliant Green agar 43ĄC 24 h,MPN/100mL,1.9,5,NA,3.4,25.1,NA,NA,""
102,1051,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,38000,=,0,22000,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.2,2,NA,1.5,25,NA,NA,""
103,1053,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,17000,=,0,8100,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.3,3,NA,1,25,NA,NA,""
104,1055,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,17000,=,0,4700,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.6,6,NA,2,25,NA,NA,""
105,1057,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,17000,=,0,5500,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.5,6,NA,2,25,NA,NA,""
106,1058,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,17000,=,0,6900,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.4,5,NA,1.7,25,NA,NA,""
107,1061,Rotavirus,Virus,pathogen,Oragui et al (1995); Pearson et al. (1995),5206,1995,"Catingueira, Campina Grande, Brazil","Catingueira, Campina Grande, Brazil",Brazil,Facultative Pond,17000,=,0,10000,0,0,0,Indirect immuno-fluorescent assay; LLC-MK2 and Ma104 cell lines,ff/L,0.2,4,NA,1.3,25,NA,NA,""
108,3754,Helminths,Helminth,pathogen,Ayres et al. (1993),5146,1993,"Nakuru, Kenya","Nakuru, Kenya",Kenya,Facultative Pond,483,0,Arithmetic mean of 2 samples,18.75,0,Arithmetic mean of 2 samples,0,Leeds I and II techniques,eggs / L,1.4,5.1,NA,1.2,25,NA,NA,Temperature
109,3756,Helminths,Helminth,pathogen,Ayres et al. (1993),5146,1993,"Karatina, Kenya","Karatina, Kenya",Kenya,Facultative Pond,1658,0,Single sample,0.12,0,Arithmetic mean of 4 samples,0,Leeds I and II techniques,eggs / L,4.1,18.4,NA,1.2,28,NA,NA,Temperature
110,3760,Entamoeba histolytica,Protozoa,pathogen,Bouhoum et al. (2000),5150,2000,"Marrakech, Morocco","Marrakech, Morocco",Morocco,Facultative Pond,2000,0,Mean (unspecified) of 48 samples,60,0,Mean (unspecified) of 48 samples,0,TlmanĐRivas technique as modified by Bailenger (1962),cysts / L,1.5,9.5,NA,2.3,28,NA,NA,Temperature
111,3761,Entamoeba coli,Protozoa,pathogen,Bouhoum et al. (2000),5150,2000,"Marrakech, Morocco","Marrakech, Morocco",Morocco,Facultative Pond,10000,0,Mean (unspecified) of 48 samples,200,0,Mean (unspecified) of 48 samples,0,TlmanĐRivas technique as modified by Bailenger (1962),cysts / L,1.7,9.5,NA,2.3,25,NA,NA,Temperature
112,3762,Giardia,Protozoa,pathogen,Bouhoum et al. (2000),5150,2000,"Marrakech, Morocco","Marrakech, Morocco",Morocco,Facultative Pond,3000,0,Mean (unspecified) of 48 samples,30,0,Mean (unspecified) of 48 samples,0,TlmanĐRivas technique as modified by Bailenger (1962),cysts / L,2,9.5,NA,2.3,25,NA,NA,Temperature
113,3768,Ascaris,Helminth,pathogen,Grimason et al. (1996),5171,1996,"Nakuru, Kenya","Nakuru, Kenya",Kenya,Facultative Pond,88.9,0,Single sample,2,0,Single sample,0,"Filtration, sedimentation and centrifugation",eggs / L,1.6,8.5,NA,1,25,NA,NA,Temperature; Depth
114,3769,Ascaris,Helminth,pathogen,Grimason et al. (1996),5171,1996,"Dandora, Kenya","Dandora, Kenya",Kenya,Facultative Pond,61.5,0,Single sample,0.7,0,Single sample,0,"Filtration, sedimentation and centrifugation",eggs / L,1.9,18.4,NA,0.65,28.6,NA,NA,Temperature; Depth
115,3791,Norovirus GII,Virus,pathogen,Hewitt et al. (2011),4499,2011,New Zealand,New Zealand,New Zealand,Facultative Pond,31.6227766,0,Median of 9 samples,630.9573445,0,Median of 9 samples,0,0,RT-qPCR copies / L,-1.3,8.4,NA,1.7,16.8,NA,NA,Temperature; Depth; HRT
116,3792,Norovirus GI,Virus,pathogen,Hewitt et al. (2011),4499,2011,New Zealand,New Zealand,New Zealand,Facultative Pond,31.6227766,0,Median of 9 samples,199.5262315,0,Median of 9 samples,0,0,RT-qPCR copies / L,-0.8,4.1,NA,0.9,16.8,NA,NA,Temperature; Depth; HRT
117,3793,Adenovirus,Virus,pathogen,Hewitt et al. (2011),4499,2011,New Zealand,New Zealand,New Zealand,Facultative Pond,25118.86432,0,Median of 9 samples,6309.573445,0,Median of 9 samples,0,0,qPCR copies / L,0.6,15,NA,1,25,NA,NA,Temperature; Depth; HRT
118,3794,Culturable Adenovirus,Virus,pathogen,Hewitt et al. (2011),4499,2011,New Zealand,New Zealand,New Zealand,Facultative Pond,63.09573445,0,Median of 9 samples,5.011872336,0,Median of 9 samples,0,A549 cells,iu / L,1.1,30.8,NA,2.6,29,NA,NA,Temperature; Depth; HRT
119,3795,Enterovirus,Virus,pathogen,Hewitt et al. (2011),4499,2011,New Zealand,New Zealand,New Zealand,Facultative Pond,158489.3192,0,Median of 9 samples,1584.893192,0,Median of 9 samples,0,0,RT-qPCR copies / L,2,103.6,NA,1,7.6,NA,NA,Temperature; Depth; HRT
120,3847,Helminths,Helminth,pathogen,Konat et al. (2013),5180,2013,"2iE Experimental WSP System, Ouagadougou, Burkina Faso","2iE Experimental WSP System, Ouagadougou, Burkina Faso",Burkina Faso,Facultative Pond,1.5,0,0,0.02,0,0,0,US EPA (1999) modified by Schwartzbrod (2003) and Victorica and Galvan (2003),eggs / L,1.9,10.7,NA,1.4,27.66,NA,NA,""
121,3849,Protists,Protozoa,pathogen,Konat et al. (2013),5180,2013,"2iE Experimental WSP System, Ouagadougou, Burkina Faso","2iE Experimental WSP System, Ouagadougou, Burkina Faso",Burkina Faso,Facultative Pond,13.4,0,0,2,0,0,0,Adapted from Schwartzbrod and Gaspard (1993),cysts / L,0.8,10.7,NA,1.4,27.66,NA,NA,""
122,3854,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,8,0,Arithmetic mean of ~52 samples,8,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0,3.2,NA,1,25.62,NA,NA,""
123,3861,Ascaris,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,20,0,Arithmetic mean of ~25 samples,8,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.4,1.6,NA,1,25.62,NA,NA,""
124,3862,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,25,0,Arithmetic mean of ~25 samples,10,0,Arithmetic mean of ~25 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.4,1.6,NA,1,25.62,NA,NA,""
125,3864,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,40,0,Arithmetic mean of ~52 samples,12,0,Arithmetic mean of ~52 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,0.5,3.2,NA,1,25.62,NA,NA,""
126,3867,Hookworm,Helminth,pathogen,Mara and Silva (1986),5188,1986,"EXTRABES, Campina Grande, Brazil","EXTRABES, Campina Grande, Brazil",Brazil,Facultative Pond,16,0,Arithmetic mean of ~108 samples,1,0,Arithmetic mean of ~108 samples,0,EXTRABES Method (centrifugation and microscopy),eggs / L,1.2,5.5,NA,1,25.62,NA,NA,""
127,3880,Helminths,Helminth,pathogen,Oakley (2004),5201,2004,"Villanueva, Honduras","Villanueva, Honduras",Honduras,Facultative Pond,55,0,Arithmetic mean of 3 samples,3,0,Arithmetic mean of 3 samples,0,Not specified,eggs / L,1.3,3.5,NA,0.65,25.7,NA,NA,Temperature; Depth
128,3882,Helminths,Helminth,pathogen,Oakley (2004),5201,2004,"Pajuiles, Honduras","Pajuiles, Honduras",Honduras,Facultative Pond,744,0,Arithmetic mean of 3 samples,29,0,Arithmetic mean of 3 samples,0,Not specified,eggs / L,1.4,6.7,NA,1.2,25,NA,NA,Temperature; Depth; HRT
129,3906,Helminths,Helminth,pathogen,Oliveira et al. (1996),,1996,Brazil,Brazil,Brazil,Facultative Pond,278,0,0,3,0,0,0,0,eggs / L,2,17.4,NA,1,27.66,NA,NA,Temperature; Depth; HRT
130,3908,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,100,0,0,60,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.2,10.8,NA,0.9,20,NA,NA,""
131,3909,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,63,0,0,36,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.2,10.8,NA,0.9,20,NA,NA,""
132,3910,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,100,0,0,43,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.4,10.8,NA,0.9,23.7,NA,NA,""
133,3911,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,100,0,0,40,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.4,10.8,NA,0.9,23.7,NA,NA,""
134,3912,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,725,0,0,232,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.5,10.8,NA,0.9,20,NA,NA,""
135,3913,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,112,0,0,32,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.5,10.8,NA,0.9,25.5,NA,NA,""
136,3914,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,674,0,0,162,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.6,10.8,NA,0.9,25.5,NA,NA,""
137,3915,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,290,0,0,40,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,0.9,10.8,NA,0.9,25.5,NA,NA,""
138,3916,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,41,0,0,3.4,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,1.1,10.8,NA,0.9,20,NA,NA,""
139,3917,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,1175,0,0,53,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,1.3,10.8,NA,0.9,22.9,NA,NA,""
140,3918,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,620,0,0,27,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,1.4,10.8,NA,0.9,22.9,NA,NA,""
141,3919,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,4500,0,0,100,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,1.7,10.8,NA,0.9,25.5,NA,NA,""
142,3920,Culturable Enteric virus,Virus,pathogen,Rao et al (1981),5212,1981,"Nagpur, Maharashtra, India","Nagpur, Maharashtra, India",India,Facultative Pond,1213,0,0,3.4,0,0,0,Adsorption-Elution Plaque Assay; PRMK cell line,pfu / L,2.6,10.8,NA,0.9,26.3,NA,NA,""
143,3921,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,2590000,0,Geometric mean of ~30 samples,4020000,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,-0.2,10.7,NA,1.7,12.1,NA,NA,Depth
144,3932,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,920000,0,Geometric mean of ~30 samples,473000,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.3,10.7,NA,1.5,12.1,NA,NA,Depth
145,3937,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,32300000,0,Geometric mean of ~30 samples,6940000,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,0.7,13.8,NA,0.9,15.1,NA,NA,Depth
146,3940,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,7150000,0,Geometric mean of ~30 samples,1240000,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,6.4,NA,1.5,11.8,NA,NA,Depth
147,3941,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,1020000,0,Geometric mean of ~30 samples,176000,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,6.4,NA,1.5,11.8,NA,NA,Depth
148,3942,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,42800000,0,Geometric mean of ~30 samples,7150000,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,9.1,NA,1.9,11.8,NA,NA,Depth
149,3943,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,6180000,0,Geometric mean of ~30 samples,1020000,0,Geometric mean of ~30 samples,January,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,9.1,NA,1.9,11.8,NA,NA,Depth
150,3944,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,4020000,0,Geometric mean of ~30 samples,638000,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.8,7.6,NA,1.5,12.1,NA,NA,Depth
151,3951,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,473000,0,Geometric mean of ~30 samples,65300,0,Geometric mean of ~30 samples,December,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,7.6,NA,1.5,12.1,NA,NA,Depth
152,3953,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,55700000,0,Geometric mean of ~30 samples,7050000,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,9.1,NA,1.6,14.9,NA,NA,Depth
153,3956,Total coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,7050000,0,Geometric mean of ~30 samples,878000,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,6.4,NA,1.8,14.9,NA,NA,Depth
154,3957,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,784000,0,Geometric mean of ~30 samples,96500,0,Geometric mean of ~30 samples,March,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,9.6,NA,1.6,15.1,NA,NA,Depth
155,3959,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,998000,0,Geometric mean of ~30 samples,112000,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,0.9,6.4,NA,1.5,14.9,NA,NA,Depth
156,3961,Fecal coliforms,Bacteria,indicator,Saqqar and Pescod (1991),5217,1991,"Al Sumra System, Amman, Jordan","Al Sumra System, Amman, Jordan",Jordan,Facultative Pond,10000000,0,Geometric mean of ~30 samples,998000,0,Geometric mean of ~30 samples,February,"Standard Methods, APHA (1980)",MPN / 100 mL,1,9.1,NA,1.5,14.9,NA,NA,Depth
