id,microbial_group,indicator_or_pathogen,microorganism_common_name,units,molecular_or_culture,authors,bib_id,location_comment,location,country,matrix,technology,year_published,initial_concentration,final_concentration ,light_conditions,temperature_celsius,light_intensity_watts_per_square_meter,pH,moisture_content_percent,urine,additive,urea,experiment_id,nh3_mg_L,time_days,log10_reduction,imputed,comments
n345,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,928000000,928000000,Dark,43,NA,7.9,35.8,Feces only,None,None,283,NA,0,0,moisture content (Assumed to be 35.8% after 6 months of storage),
n346,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,928000000,89700,Dark,37,NA,7.9,35.8,Feces only,None,None,283,NA,30.574297,4.014755533,moisture content (Assumed to be 35.8% after 6 months of storage),
n347,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,928000000,10,Dark,37,NA,7.9,35.8,Feces only,None,None,283,NA,61.526302,7.979881711,moisture content (Assumed to be 35.8% after 6 months of storage),
n348,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,928000000,10,Dark,37,NA,7.9,35.8,Feces only,None,None,283,NA,93.0186,7.984824589,moisture content (Assumed to be 35.8% after 6 months of storage),
n349,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,734000000,Dark,49,NA,7.9,35.8,Feces only,None,None,284,NA,0,0,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n350,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,191000000,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,30.853077,0.584662693,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n351,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,5380000,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,61.320583,2.134913784,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n352,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,3100,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,92.792046,5.374334366,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n353,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,707000,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,123.78945,3.016276646,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n354,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,100,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,154.15688,6.86569606,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n355,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,651000,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,184.85826,3.052115071,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n356,Virus,Indicator,Salmonella typhimurium phage 28B,pfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,734000000,3797000,Dark,37,NA,7.9,35.8,Feces only,None,None,284,NA,216.14536,2.286255463,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n357,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,917337188.5,917337188.5,Dark,49,NA,7.9,35.8,Feces only,None,None,285,NA,0,0,moisture content (Assumed to be 35.8% after 6 months of storage),
n358,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,917337188.5,871492.5924,Dark,37,NA,7.9,35.8,Feces only,None,None,285,NA,31.110125,3.0222653,moisture content (Assumed to be 35.8% after 6 months of storage),
n359,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,917337188.5,10.86466901,Dark,37,NA,7.9,35.8,Feces only,None,None,285,NA,61.790432,7.9265125,moisture content (Assumed to be 35.8% after 6 months of storage),
n360,Bacteria,Indicator,Salmonella senftenberg,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,917337188.5,11.97261177,Dark,37,NA,7.9,35.8,Feces only,None,None,285,NA,92.6867,7.8843401,moisture content (Assumed to be 35.8% after 6 months of storage),
n361,Bacteria,Indicator,Thermotolerant coliform,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,99413325.1,99413325.1,Dark,49,NA,7.9,35.8,Feces only,None,None,286,NA,0,0,moisture content (Assumed to be 35.8% after 6 months of storage),
n362,Bacteria,Indicator,Thermotolerant coliform,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,99413325.1,1794773.713,Dark,37,NA,7.9,35.8,Feces only,None,None,286,NA,30.764585,1.7434349,moisture content (Assumed to be 35.8% after 6 months of storage),
n363,Bacteria,Indicator,Thermotolerant coliform,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,99413325.1,112.0910145,Dark,37,NA,7.9,35.8,Feces only,None,None,286,NA,61.116207,5.9478738,moisture content (Assumed to be 35.8% after 6 months of storage),
n364,Bacteria,Indicator,Thermotolerant coliform,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,99413325.1,11.32925886,Dark,37,NA,7.9,35.8,Feces only,None,None,286,NA,91.96718,6.9432431,moisture content (Assumed to be 35.8% after 6 months of storage),
n365,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,10770081.75,Dark,49,NA,7.9,35.8,Feces only,None,None,287,NA,0,0,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n366,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,13258903.2,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,31.520979,-0.0902886,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n367,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,12600.38456,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,61.924225,2.9318352,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n368,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,11.97456098,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,92.32747,5.9539594,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n369,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,19112.39005,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,123.36174,2.750904,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n370,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,23532.84856,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,154.61935,2.6605445,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n371,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,7223.388942,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,186.20985,3.173478,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n372,Bacteria,Indicator,Enterococci,cfu/g,Culture,Tonner-Klank et al. (2007),,Laboratory-based study,,,Fecal sludge,,2007,10770081.75,7125.20395,Dark,37,NA,7.9,35.8,Feces only,None,None,287,NA,216.38556,3.1794217,moisture content (Assumed to be 35.8% after 6 months of storage),True to the data
n446,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,180812312.2,180812312.2,Dark,21,NA,8.041407,85.59,Excreta,None,None,288,NA,0,0,,True to the data
n447,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,180812312.2,240661156.8,Dark,21,NA,8.260816,85.59,Excreta,None,None,288,NA,5,-0.124178,,Low LRV
n448,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,180812312.2,184918345.9,Dark,21,NA,8.526637,85.59,Excreta,None,None,288,NA,15,-0.009752,,Low LRV
n449,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,180812312.2,230942572.9,Dark,21,NA,8.693171,85.59,Excreta,None,None,288,NA,20,-0.106276,,Low LRV
n450,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,228961783.8,228961783.8,Dark,21,NA,7.4192085,85.59,Excreta,Organic,None,289,NA,0,0,,
n451,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,228961783.8,238817418.8,Dark,21,NA,6.647254,85.59,Excreta,Organic,None,289,NA,5,-0.018303,,
n452,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,228961783.8,194846226.8,Dark,21,NA,7.876179,85.59,Excreta,Organic,None,289,NA,15,0.070071,,
n453,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,228961783.8,190842017.9,Dark,21,NA,7.929536,85.59,Excreta,Organic,None,289,NA,20,0.079089,,
n454,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,193317869.4,193317869.4,Dark,21,NA,7.450517,85.59,Excreta,None,None,290,NA,0,0,,
n455,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,193317869.4,74880545.58,Dark,21,NA,7.793046,85.59,Excreta,None,None,290,NA,5,0.411903,,
n456,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,193317869.4,19282262.91,Dark,21,NA,8.112816,85.59,Excreta,None,None,290,NA,10,1.001114,,
n457,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,4003219.468,4003219.468,Dark,21,NA,6.4923563,85.59,Excreta,Organic,None,291,NA,0,0,,Low LRV
n458,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,4003219.468,50627443.77,Dark,21,NA,4.3261495,85.59,Excreta,Organic,None,291,NA,5,-1.1019766,,Low LRV
n459,Bacteria,Indicator,Fecal coliforms,CFU/100ml,Culture,Odey et al. (2018),,Laboratory-based study,,,Fecal sludge,,2018,4003219.468,4951730.5,Dark,21,NA,3.866954,85.59,Excreta,Organic,None,291,NA,10,-0.0923476,,Low LRV
n460,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,103531.8561,Dark,30.309067,NA,8.488617,52.575016,Feces only,Ash,None,292,NA,2,0,,
n461,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,3052.814389,Dark,28.8,NA,8.477367,51.25652,Feces only,Ash,None,292,NA,3,1.5303736,,
n462,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,2724.519371,Dark,27.44595,NA,8.898116,50.36777,Feces only,Ash,None,292,NA,8,1.5797841,,
n463,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,2182.393201,Dark,27,NA,8.452617,48.39678,Feces only,Ash,None,292,NA,9,1.676141,,
n464,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,1327.18358,Dark,26.562826,NA,8.655117,47.952404,Feces only,Ash,None,292,NA,11,1.892143,,
n465,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,899.2393437,Dark,26.547075,NA,8.638242,47.283028,Feces only,Ash,None,292,NA,15,2.0611987,,
n466,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,848.188344,Dark,26.099327,NA,8.631492,47.269527,Feces only,Ash,None,292,NA,18,2.0865817,,
n467,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,801.1713307,Dark,28.272821,NA,8.624742,47.043404,Feces only,Ash,None,292,NA,20,2.1113486,,
n468,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,716.0294747,Dark,28.263823,NA,8.612367,47.03553,Feces only,Ash,None,292,NA,22,2.1601431,,
n469,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,572.9028728,Dark,28.035448,NA,8.590992,46.804905,Feces only,Ash,None,292,NA,25,2.256993,,
n470,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,409.6724886,Dark,28.016323,NA,8.792366,46.34703,Feces only,Ash,None,292,NA,30,2.4026372,,
n471,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,385.9766212,Dark,27.996073,NA,8.7811165,43.927162,Feces only,Ash,None,292,NA,35,2.428513,,
n472,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,364.4775642,Dark,27.985949,NA,9.192865,39.990795,Feces only,Ash,None,292,NA,37,2.4534032,,
n473,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,233.33044,Dark,27.091576,NA,8.963366,35.385056,Feces only,Ash,None,292,NA,43,2.6471026,,
n474,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,186.584344,Dark,26.859825,NA,8.949866,33.62556,Feces only,Ash,None,292,NA,46,2.7441988,,
n475,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,133.5745747,Dark,26.406452,NA,9.138865,30.554317,Feces only,Ash,None,292,NA,50,2.8893502,,
n476,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,106.3904633,Dark,26.162327,NA,9.31999,29.433819,Feces only,Ash,None,292,NA,57,2.9881713,,
n477,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,94.43891742,Dark,25.688704,NA,9.044366,28.744196,Feces only,Ash,None,292,NA,66,3.039923,,
n478,Bacteria,Indicator,Escherichia coli,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,103531.8561,93.02943857,Dark,24.75608,NA,9.024116,27.811573,Feces only,Ash,None,292,NA,81,3.0464536,,
n479,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,432976.7737,Dark,28.8,NA,8.477367,51.25652,Feces only,Ash,None,293,NA,3,0,,
n480,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,102975.1658,Dark,27.44595,NA,8.898116,50.36777,Feces only,Ash,None,293,NA,7,0.6237321,,
n481,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,13424.57668,Dark,27,NA,8.67,48.39678,Feces only,Ash,None,293,NA,8,1.508564,,
n482,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,10171.68729,Dark,26.562826,NA,8.452617,47.952404,Feces only,Ash,None,293,NA,10,1.6290716,,
n483,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,8126.946485,Dark,26.547075,NA,8.655117,47.283028,Feces only,Ash,None,293,NA,14,1.7265372,,
n484,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,6870.39964,Dark,26.099327,NA,8.638242,47.269527,Feces only,Ash,None,293,NA,18,1.7994826,,
n485,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,5500.201498,Dark,28.272821,NA,8.631492,47.043404,Feces only,Ash,None,293,NA,20,1.896086,,
n486,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,4168.638162,Dark,28.263823,NA,8.624742,47.03553,Feces only,Ash,None,293,NA,21,2.0164704,,
n487,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,2675.492267,Dark,28.035448,NA,8.612367,46.804905,Feces only,Ash,None,293,NA,24,2.2090609,,
n488,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,1914.282372,Dark,28.016323,NA,8.590992,46.34703,Feces only,Ash,None,293,NA,30,2.3544586,,
n489,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,983.5856863,Dark,27.996073,NA,8.792366,43.927162,Feces only,Ash,None,293,NA,34,2.6436524,,
n490,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,2367.536592,Dark,27.985949,NA,8.7811165,39.990795,Feces only,Ash,None,293,NA,37,2.2621679,,
n491,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,1995.243938,Dark,27.091576,NA,9.192865,35.385056,Feces only,Ash,None,293,NA,43,2.3364686,,
n492,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,10953.5022,Dark,26.859825,NA,8.963366,33.62556,Feces only,Ash,None,293,NA,46,1.5969116,,
n493,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,9778.354997,Dark,26.406452,NA,8.949866,30.554317,Feces only,Ash,None,293,NA,49,1.6461988,,
n494,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,6976.471108,Dark,26.162327,NA,9.138865,29.433819,Feces only,Ash,None,293,NA,57,1.7928288,,
n495,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,4215.020586,Dark,25.688704,NA,9.31999,28.744196,Feces only,Ash,None,293,NA,66,2.0116649,,
n496,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,5465.977001,Dark,24.75608,NA,9.044366,27.811573,Feces only,Ash,None,293,NA,81,1.8987968,,
n497,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,4871.257641,Dark,27.573074,NA,9.024116,27.573074,Feces only,Ash,None,293,NA,86,1.9488235,,
n498,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,4862.972347,Dark,23.856083,NA,9.667614,27.130949,Feces only,Ash,None,293,NA,88,1.9495628,,
n499,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,2229.962706,Dark,22.07521,NA,10.068113,26.875576,Feces only,Ash,None,293,NA,98,2.288167,,
n500,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,432976.7737,1989.590965,Dark,23.147333,NA,10.053489,25.767452,Feces only,Ash,None,293,NA,101,2.3377008,,
n501,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,12033102.05,Dark,25.380045,NA,7.843312,61.49189,Feces only,Organic,None,294,NA,1,0,,
n502,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,11292091.8,Dark,25.899897,NA,7.845296,61.49652,Feces only,Organic,None,294,NA,2,0.0276032,,
n503,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,9940897.595,Dark,26.936954,NA,7.848603,61.501812,Feces only,Organic,None,294,NA,3,0.082952,,
n504,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,7696596.164,Dark,26.940922,NA,7.853233,60.474014,Feces only,Organic,None,294,NA,4,0.1940789,,
n505,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,7721980.49,Dark,26.69753,NA,7.60918,60.48724,Feces only,Organic,None,294,NA,7,0.1926489,,
n506,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,2952919.447,Dark,26.188923,NA,7.617117,59.979294,Feces only,Organic,None,294,NA,9,0.610126,,
n507,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,2013679.737,Dark,25.423697,NA,7.6250534,59.988552,Feces only,Organic,None,294,NA,11,0.7763872,,
n508,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,1375673.907,Dark,24.925009,NA,7.9008527,60.00509,Feces only,Organic,None,294,NA,15,0.9418621,,
n509,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,3855653.52,Dark,24.938236,NA,7.9140806,60.5342,Feces only,Organic,None,294,NA,18,0.4942796,,
n510,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,882082.0816,Dark,25.462057,NA,7.92334,61.058018,Feces only,Organic,None,294,NA,20,1.1348686,,
n511,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,146401.7945,Dark,25.471315,NA,7.931938,61.06728,Feces only,Organic,None,294,NA,22,1.9148312,,
n512,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,14028944.59,Dark,25.483883,NA,8.459726,60.56396,Feces only,Organic,None,294,NA,25,-0.0666474,,
n513,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,9596710.637,Dark,25.76365,NA,8.224934,60.843727,Feces only,Organic,None,294,NA,30,0.0982552,,
n514,Bacteria,Indicator,Enterococci,CFU/g,Culture,Niwagaba et al.(2009),,Laboratory-based study,Kampala,Uganda,Fecal sludge,Dry toilet,2009,12033102.05,1498651.663,Dark,26.044079,NA,9.019923,60.606953,Feces only,Organic,None,294,NA,35,0.9046769,,
